model,window_days,threshold,precision,recall
arima,1,4.1860803001031455e-09,0.02012072434607646,0.9090909090909091
arima,1,4.1942869993122364e-09,0.02014098690835851,0.9090909090909091
arima,1,4.2114857998556965e-09,0.020161290322580645,0.9090909090909091
arima,1,4.213795899883632e-09,0.020181634712411706,0.9090909090909091
arima,1,4.218460500186871e-09,0.020202020202020204,0.9090909090909091
arima,1,4.248111099870722e-09,0.020222446916076844,0.9090909090909091
arima,1,4.27192449990732e-09,0.020242914979757085,0.9090909090909091
arima,1,4.284190899608853e-09,0.020263424518743668,0.9090909090909091
arima,1,4.285594499935097e-09,0.02028397565922921,0.9090909090909091
arima,1,4.286997400300418e-09,0.02030456852791878,0.9090909090909091
arima,1,4.307553599404434e-09,0.02032520325203252,0.9090909090909091
arima,1,4.3154391006841605e-09,0.02034587995930824,0.9090909090909091
arima,1,4.360706700248795e-09,0.020366598778004074,0.9090909090909091
arima,1,4.385012300316127e-09,0.020387359836901122,0.9090909090909091
arima,1,4.4025421008439544e-09,0.02040816326530612,0.9090909090909091
arima,1,4.405865600305703e-09,0.020429009193054137,0.9090909090909091
arima,1,4.409092499955969e-09,0.02044989775051125,0.9090909090909091
arima,1,4.469993900198255e-09,0.02047082906857728,0.9090909090909091
arima,1,4.5173928998540336e-09,0.020491803278688523,0.9090909090909091
arima,1,4.518279600289332e-09,0.020512820512820513,0.9090909090909091
arima,1,4.521784200545165e-09,0.02053388090349076,0.9090909090909091
arima,1,4.522864100603431e-09,0.020554984583761562,0.9090909090909091
arima,1,4.5645118995282785e-09,0.0205761316872428,0.9090909090909091
arima,1,4.572536799717086e-09,0.02059732234809475,0.9090909090909091
arima,1,4.5734192006402505e-09,0.020618556701030927,0.9090909090909091
arima,1,4.644341400177054e-09,0.02063983488132095,0.9090909090909091
arima,1,4.706641900005526e-09,0.02066115702479339,0.9090909090909091
arima,1,4.708704000495889e-09,0.020682523267838676,0.9090909090909091
arima,1,4.711863299707021e-09,0.020703933747412008,0.9090909090909091
arima,1,4.749277199810053e-09,0.02072538860103627,0.9090909090909091
arima,1,4.836413299361131e-09,0.02074688796680498,0.9090909090909091
arima,1,4.9609783000365004e-09,0.020768431983385256,0.9090909090909091
arima,1,5.044127599981851e-09,0.02079002079002079,0.9090909090909091
arima,1,5.079192000150001e-09,0.02081165452653486,0.9090909090909091
arima,1,5.123846600479931e-09,0.020833333333333332,0.9090909090909091
arima,1,5.137144000119664e-09,0.020855057351407715,0.9090909090909091
arima,1,5.175926000300368e-09,0.020876826722338204,0.9090909090909091
arima,1,5.188414000517616e-09,0.02089864158829676,0.9090909090909091
arima,1,5.2230318004636844e-09,0.02092050209205021,0.9090909090909091
arima,1,5.23453949977104e-09,0.020942408376963352,0.9090909090909091
arima,1,5.242061000554353e-09,0.020964360587002098,0.9090909090909091
arima,1,5.390979800588835e-09,0.02098635886673662,0.9090909090909091
arima,1,5.422882499821202e-09,0.02100840336134454,0.9090909090909091
arima,1,5.438919900395411e-09,0.02103049421661409,0.9090909090909091
arima,1,5.445173500463751e-09,0.021052631578947368,0.9090909090909091
arima,1,5.5147807006758476e-09,0.02107481559536354,0.9090909090909091
arima,1,5.522412799621734e-09,0.02109704641350211,0.9090909090909091
arima,1,5.531125399707569e-09,0.021119324181626188,0.9090909090909091
arima,1,5.538570600413517e-09,0.021141649048625793,0.9090909090909091
